2.000000000000000000e+01 3.169870830125987793e+12 3.096792109025987793e+12
2.100000000000000000e+01 3.773655750150008301e+12 3.717976724550008789e+12
2.200000000000000000e+01 4.116715363800036133e+12 4.078752391800036133e+12
2.300000000000000000e+01 4.116715363800064941e+12 4.093607467800064941e+12
2.400000000000000000e+01 3.773655750150008301e+12 3.761138973150008301e+12
2.500000000000000000e+01 3.169870830126010254e+12 3.163862777166010254e+12
2.600000000000000000e+01 2.438362177020020508e+12 2.435820308460020508e+12
2.700000000000000000e+01 1.715884494939992432e+12 1.714943062139992432e+12
2.800000000000000000e+01 1.103068603889993652e+12 1.102766000489993652e+12
2.900000000000000000e+01 6.466264229700068359e+11 6.465429461700068359e+11
3.000000000000000000e+01 3.448674255840005493e+11 3.448479476640005493e+11
3.100000000000000000e+01 1.668713349599998779e+11 1.668675650399998779e+11
3.200000000000000000e+01 7.300620904500006104e+10 7.300561999500006104e+10
3.300000000000000000e+01 2.876002174499961853e+10 2.875995034499961853e+10
3.400000000000000000e+01 1.015059590999997711e+10 1.015058960999997711e+10
3.500000000000000000e+01 3.190187285999983788e+09 3.190186925999983788e+09
3.600000000000000000e+01 8.861631350000004768e+08 8.861631250000004768e+08
3.700000000000000000e+01 2.155531949999988377e+08 2.155531949999988377e+08
3.800000000000000000e+01 4.537962000000017136e+07 4.537962000000017136e+07
3.900000000000000000e+01 8.145059999999953434e+06 8.145059999999953434e+06
4.000000000000000000e+01 1.221758999999982305e+06 1.221758999999982305e+06
4.100000000000000000e+01 1.489950000000012806e+05 1.489950000000012806e+05
4.200000000000000000e+01 1.419000000000005275e+04 1.419000000000005275e+04
4.300000000000000000e+01 9.899999999999947704e+02 9.899999999999947704e+02
4.400000000000000000e+01 4.499999999999991473e+01 4.499999999999991473e+01
4.500000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00
