1.333333333333333315e-01 0.000000000000000000e+00 3.866666666666666696e+00 2.382222222222222463e+00 -7.872577411450216722e-01 5.963270848229468984e-03 -4.653229931281747667e-01 3.755945303210463937e-01
1.333333333333333315e-01 1.000000000000000000e+00 3.866666666666666696e+00 2.115555555555555411e+00 4.667043287903398507e-01 4.924365665758687061e-01 -4.198209430339503445e-01 3.555291319857312726e-01
1.333333333333333315e-01 2.000000000000000000e+00 3.866666666666666696e+00 1.782222222222222152e+00 1.424394126902194913e+00 6.648801418040909406e-01 -3.752781816505576518e-01 3.775267538644471177e-01
1.333333333333333315e-01 3.000000000000000000e+00 3.866666666666666696e+00 3.048888888888888982e+00 -5.083468622767730594e-01 4.298887614601342722e-01 -5.202484268100289189e-01 4.002675386444708994e-01
1.333333333333333315e-01 4.000000000000000000e+00 3.866666666666666696e+00 3.115555555555554967e+00 -1.144808415123286238e-01 8.210685968143357494e-01 -4.960737488351399938e-01 3.981866825208085214e-01
1.333333333333333315e-01 5.000000000000000000e+00 3.866666666666666696e+00 2.782222222222222374e+00 -5.454684645142857669e-01 6.856497824736927926e-01 -4.682456998190169251e-01 3.507728894173603451e-01
1.333333333333333315e-01 6.000000000000000000e+00 3.866666666666666696e+00 2.915555555555555678e+00 -3.522038593099354742e-01 4.088252936024520667e-01 -5.108042436817649135e-01 3.964030915576695069e-01
1.333333333333333315e-01 7.000000000000000000e+00 3.866666666666666696e+00 2.915555555555555678e+00 -6.910088860797145571e-01 -7.326596832502824119e-02 0.000000000000000000e+00 3.975921521997621833e-01
1.333333333333333315e-01 8.000000000000000000e+00 3.866666666666666696e+00 3.448888888888888893e+00 -3.654346901902436606e-01 7.003792861773534828e-02 0.000000000000000000e+00 3.448275862068965747e-01
1.333333333333333315e-01 9.000000000000000000e+00 3.866666666666666696e+00 5.048888888888887649e+00 -4.877008530053554836e-01 4.485428740717700702e-01 0.000000000000000000e+00 3.692033293697978280e-01
1.333333333333333315e-01 1.000000000000000000e+01 3.866666666666666696e+00 3.448888888888888449e+00 4.147358911680307791e-01 4.447454727416838005e-01 0.000000000000000000e+00 3.779726516052318575e-01
1.333333333333333315e-01 1.100000000000000000e+01 3.866666666666666696e+00 2.648888888888889070e+00 1.466825818656802838e-01 2.153920166868011077e-01 -4.922893117352378778e-01 3.839179548156955724e-01
1.333333333333333315e-01 1.200000000000000000e+01 3.866666666666666696e+00 4.315555555555554257e+00 2.280766322211436048e-02 7.579681612584687755e-01 -6.114865541893985679e-01 3.412604042806183235e-01
1.333333333333333315e-01 1.300000000000000000e+01 3.866666666666666696e+00 3.182222222222221841e+00 7.870072719328362609e-01 6.239412778461340681e-01 0.000000000000000000e+00 3.522592152199762738e-01
1.333333333333333315e-01 1.400000000000000000e+01 3.866666666666666696e+00 3.382222222222222463e+00 -8.264697705660823956e-01 6.783174726928019316e-02 0.000000000000000000e+00 3.534482758620689502e-01
1.333333333333333315e-01 1.500000000000000000e+01 3.866666666666666696e+00 2.982222222222222108e+00 -8.687480704778107743e-01 2.450325952293306020e-01 -5.196609758960447634e-01 3.776753864447086606e-01
1.333333333333333315e-01 1.600000000000000000e+01 3.866666666666666696e+00 3.982222222222222108e+00 -8.184889190051021224e-01 3.349714002987192463e-01 -6.162703731425018816e-01 3.489892984542211640e-01
1.333333333333333315e-01 1.700000000000000000e+01 3.866666666666666696e+00 3.382222222222222463e+00 -1.924053867844550680e-01 3.250588787679550840e-01 0.000000000000000000e+00 3.680142687277051516e-01
1.333333333333333315e-01 1.800000000000000000e+01 3.866666666666666696e+00 1.782222222222222374e+00 8.111889851431230980e-02 -1.757156546329974312e-01 -3.942946328695225988e-01 4.050237812128418824e-01
1.333333333333333315e-01 1.900000000000000000e+01 3.866666666666666696e+00 3.182222222222222285e+00 -7.534994226147748719e-01 9.546499892760405837e-02 0.000000000000000000e+00 3.642984542211653021e-01
1.333333333333333315e-01 2.000000000000000000e+01 3.866666666666666696e+00 1.982222222222222108e+00 4.836413360413436280e-01 7.388300457391080434e-01 -3.943884078438373852e-01 3.769322235434007240e-01
1.333333333333333315e-01 2.100000000000000000e+01 3.866666666666666696e+00 4.448888888888888893e+00 -5.672209907974146148e-01 1.117453464761210546e-01 0.000000000000000000e+00 3.292211652794292398e-01
1.333333333333333315e-01 2.200000000000000000e+01 3.866666666666666696e+00 2.715555555555555500e+00 -8.638035363668263855e-01 2.134682146037853445e-01 -4.931982171852043462e-01 3.987812128418549706e-01
1.333333333333333315e-01 2.300000000000000000e+01 3.866666666666666696e+00 3.048888888888888538e+00 1.373522086885565763e+00 9.558401850487244777e-01 -4.962182980563099033e-01 3.946195005945303258e-01
1.333333333333333315e-01 2.400000000000000000e+01 3.866666666666666696e+00 4.115555555555555856e+00 -9.315199492463932529e-01 -4.173762857674412907e-01 0.000000000000000000e+00 3.544887039239001392e-01
1.333333333333333315e-01 2.500000000000000000e+01 3.866666666666666696e+00 2.715555555555555500e+00 -1.373686452141722469e+00 -1.887710545395137607e-01 -4.881966056172296065e-01 3.815398335315101086e-01
1.333333333333333315e-01 2.600000000000000000e+01 3.866666666666666696e+00 3.448888888888888893e+00 1.815814645552120687e-01 5.696479874496664930e-01 -5.593643158030729978e-01 3.470570749108204400e-01
1.333333333333333315e-01 2.700000000000000000e+01 3.866666666666666696e+00 2.915555555555555678e+00 -1.671159280190366303e-01 -3.544858711160585041e-01 0.000000000000000000e+00 3.339774078478001673e-01
1.333333333333333315e-01 2.800000000000000000e+01 3.866666666666666696e+00 1.315555555555555589e+00 4.149242147552953952e-01 3.944957875613731013e-01 -3.187085580350119129e-01 4.467895362663495407e-01
1.333333333333333315e-01 2.900000000000000000e+01 3.866666666666666696e+00 2.648888888888889070e+00 -2.447693797576691033e-01 -1.093454685860565101e-01 0.000000000000000000e+00 3.425980975029726538e-01
1.333333333333333315e-01 3.000000000000000000e+01 3.866666666666666696e+00 3.915555555555555678e+00 -6.718528758852868599e-01 2.368685155821746713e-01 0.000000000000000000e+00 3.327883472057075465e-01
1.333333333333333315e-01 3.100000000000000000e+01 3.866666666666666696e+00 3.715555555555555056e+00 4.522475446990688042e-01 6.081047191607312774e-01 0.000000000000000000e+00 3.329369797859690894e-01
1.333333333333333315e-01 3.200000000000000000e+01 3.866666666666666696e+00 4.582222222222222641e+00 -9.359383834402210667e-01 2.346805641360688033e-01 0.000000000000000000e+00 3.530023781212842104e-01
