5.000000000000000278e-02 1.931034482758620663e-01 5.599999999999999645e+00 1.343999999999999950e+01 2.271329365079366447e+00 1.262221635933486130e+00 -7.691173572516244450e-01
5.000000000000000278e-02 3.218390804597701105e-01 9.333333333333333925e+00 1.855555555555555358e+01 -3.397038258811710953e-01 6.223021564630808466e-01 -5.233236856721643626e-01
5.000000000000000278e-02 1.839080459770114917e-01 5.333333333333333037e+00 1.682222222222222641e+01 1.150763372765679549e+01 3.085302303140480706e+00 -6.708396524216027057e-01
5.000000000000000278e-02 3.517241379310344640e-01 1.019999999999999929e+01 2.329333333333333300e+01 -6.714770500349103166e-01 6.797306266554102860e-01 -5.244687564733662155e-01
5.000000000000000278e-02 3.747126436781609282e-01 1.086666666666666714e+01 1.584888888888889014e+01 1.062894118409385413e-01 6.562846381760636394e-01 -4.070115050554934943e-01
5.000000000000000278e-02 1.678160919540230001e-01 4.866666666666666252e+00 1.024888888888888872e+01 2.244584623693684833e+00 1.675326430913351761e+00 -6.580934767773380933e-01
5.000000000000000278e-02 1.954022988505747238e-01 5.666666666666666963e+00 6.488888888888888928e+00 -6.412084818915371187e-01 1.165155992067219703e-02 -5.548206547980871761e-01
5.000000000000000278e-02 2.436781609195402265e-01 7.066666666666666430e+00 1.352888888888888985e+01 1.616688697180727274e+00 1.309458774948938142e+00 -5.445896694006364669e-01
5.000000000000000278e-02 3.379310344827586299e-01 9.800000000000000711e+00 1.769333333333333158e+01 -2.318321749485630079e-02 4.840357563710480648e-01 -4.942508843299370791e-01
5.000000000000000278e-02 3.218390804597701105e-01 9.333333333333333925e+00 1.482222222222222108e+01 -2.012187309643564959e-02 7.513196953637735209e-01 -4.557960143551825771e-01
5.000000000000000278e-02 2.114942528735632155e-01 6.133333333333333748e+00 1.591555555555555657e+01 2.475828204037863856e+00 1.558647068006080660e+00 -6.979193896312506640e-01
5.000000000000000278e-02 2.781609195402298673e-01 8.066666666666666430e+00 2.059555555555555628e+01 6.071902354647647826e+00 2.132799361701548602e+00 -5.597981665764204529e-01
