1.105263157894736809e-01 4.438261109865263702e+27 -4.064711465457545562e+27
1.157894736842105254e-01 3.409391488942518032e+28 -2.388089812413826861e+28
1.210526315789473700e-01 2.490338131053607597e+29 -1.265421494607527212e+29
1.263157894736842146e-01 1.732860282857984013e+30 -5.831914862997858149e+29
1.315789473684210453e-01 1.150619227817760843e+31 -2.112192124470215255e+30
1.368421052631579038e-01 7.302006638073946836e+31 -3.452399880280909788e+30
1.421052631578947345e-01 4.435292920904510824e+32 3.284382513310935255e+31
1.473684210526315652e-01 2.581974093240562095e+33 4.698774060313669971e+32
1.526315789473684237e-01 1.442344148637922135e+34 4.008619890829830185e+33
1.578947368421052544e-01 7.740580264356735636e+34 2.810898042463399102e+34
1.631578947368421129e-01 3.995138200958296078e+35 1.752927900032682218e+35
1.684210526315789436e-01 1.985084293601318015e+36 1.004117286946453493e+36
1.736842105263158020e-01 9.504342981484622649e+36 5.372391044362242660e+36
1.789473684210526327e-01 4.388770141449934255e+37 2.711683766971014291e+37
1.842105263157894635e-01 1.956137548760590299e+38 1.299678025035924934e+38
1.894736842105263219e-01 8.422258890497040263e+38 5.942300689759393220e+38
1.947368421052631526e-01 3.505480727396081237e+39 2.600631113613443858e+39
2.000000000000000111e-01 1.411417240240975819e+40 1.092338692222917179e+40
2.052631578947368418e-01 5.500908218375297121e+40 4.412768554621328173e+40
2.105263157894736725e-01 2.076592852436739805e+41 1.717506763397924356e+41
2.157894736842105310e-01 7.597290923549026346e+41 6.449967078083554434e+41
2.210526315789473617e-01 2.695229399068452170e+42 2.340105351662471840e+42
2.263157894736842202e-01 9.276603513073061350e+42 8.211231370855077652e+42
2.315789473684210509e-01 3.099228900958553349e+43 2.789302459586061875e+43
2.368421052631578816e-01 1.005527598977633570e+44 9.180594699680637381e+43
2.421052631578947401e-01 3.169597866342702888e+44 2.930011252099099205e+44
2.473684210526315708e-01 9.711108356454223904e+44 9.073909914316968576e+44
2.526315789473684292e-01 2.893101031193767319e+45 2.728491433641640451e+45
2.578947368421052877e-01 8.384088702643197179e+45 7.970885018991927748e+45
2.631578947368420907e-01 2.364313014145301715e+46 2.263491315334393581e+46
2.684210526315789491e-01 6.490271019221848603e+46 6.251066596552834477e+46
2.736842105263158076e-01 1.734899368599812914e+47 1.679698347983888231e+47
2.789473684210526105e-01 4.517285148429303204e+47 4.393343234216188822e+47
2.842105263157894690e-01 1.146051972842356162e+48 1.118968369366156844e+48
2.894736842105263275e-01 2.833873969210179782e+48 2.776259758178994897e+48
2.947368421052631304e-01 6.831660461488600041e+48 6.712316738638291716e+48
2.999999999999999889e-01 1.606039476911192068e+49 1.581961357388760421e+49
3.052631578947368474e-01 3.682814662572638791e+49 3.635488703511306656e+49
3.105263157894737058e-01 8.239517550162428646e+49 8.148876306536493070e+49
3.157894736842105088e-01 1.798961331785426809e+50 1.782041632975251143e+50
3.210526315789473673e-01 3.833852018559193783e+50 3.803063714166907713e+50
3.263157894736842257e-01 7.976885651518546762e+50 7.922261240499974702e+50
3.315789473684210287e-01 1.620700576816388494e+51 1.611249686656032320e+51
3.368421052631578871e-01 3.216077707120070597e+51 3.200129329974468723e+51
3.421052631578947456e-01 6.234242939955808993e+51 6.207989457577665362e+51
3.473684210526316041e-01 1.180727829537084817e+52 1.176511361155140573e+52
3.526315789473684070e-01 2.185227624814974331e+52 2.178619726604464402e+52
3.578947368421052655e-01 3.952691144885962934e+52 3.942584947622830257e+52
3.631578947368421240e-01 6.988816227189772304e+52 6.973730164608574088e+52
