2.777777777777777901e-01 2.541868560000003278e+08 1.360788659999994636e+08
3.055555555555555802e-01 6.008052960000004768e+08 4.075376760000000000e+08
3.333333333333333148e-01 1.251677699999992847e+09 9.778819049999908209e+08
3.611111111111111049e-01 2.310789600000011921e+09 1.973810160000009060e+09
3.888888888888888951e-01 3.796297200000004768e+09 3.435247800000005722e+09
4.166666666666666852e-01 5.567902560000005722e+09 5.230923120000001907e+09
4.444444444444444198e-01 7.307872110000001907e+09 7.034076315000000954e+09
4.722222222222222099e-01 8.597496599999973297e+09 8.404228979999973297e+09
5.000000000000000000e-01 9.075135300000013351e+09 8.957027310000013351e+09
5.277777777777777901e-01 8.597496599999973297e+09 8.535334499999973297e+09
5.555555555555555802e-01 7.307872110000001907e+09 7.279899165000001907e+09
5.833333333333333703e-01 5.567902559999966621e+09 5.557246199999966621e+09
6.111111111111111605e-01 3.796297199999991417e+09 3.792906539999991417e+09
6.388888888888888395e-01 2.310789600000020027e+09 2.309905080000020027e+09
6.666666666666666297e-01 1.251677699999988556e+09 1.251493424999988556e+09
6.944444444444444198e-01 6.008052960000004768e+08 6.007758120000004768e+08
7.222222222222222099e-01 2.541868559999985099e+08 2.541834539999985099e+08
7.500000000000000000e-01 9.414327999999921024e+07 9.414302799999921024e+07
7.777777777777777901e-01 3.026033999999964982e+07 3.026033099999964982e+07
8.055555555555555802e-01 8.347680000000064261e+06 8.347680000000064261e+06
8.333333333333333703e-01 1.947792000000000233e+06 1.947792000000000233e+06
8.611111111111111605e-01 3.769919999999988358e+05 3.769919999999988358e+05
8.888888888888888395e-01 5.890499999999943975e+04 5.890499999999943975e+04
9.166666666666666297e-01 7.139999999999910870e+03 7.139999999999910870e+03
9.444444444444444198e-01 6.299999999999967031e+02 6.299999999999967031e+02
9.722222222222222099e-01 3.599999999999996447e+01 3.599999999999996447e+01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
