8.000000000000000167e-02 0.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.120000000000000107e+00 9.599999999999999645e-01 -1.341836734693877764e+00 -9.166666666666665186e-01 4.049619353670290689e-01 5.103103630798287993e-01
8.000000000000000167e-02 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.280000000000000027e+00 9.599999999999999645e-01 1.250000000000000000e-01 -3.958333333333334814e-01 9.943689110435823819e-01 7.654655446197432545e-01
8.000000000000000167e-02 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.120000000000000107e+00 6.400000000000000133e-01 5.714285714285711748e-01 -2.656250000000000000e-01 1.012404838417572783e+00 4.687500000000000000e-01
8.000000000000000167e-02 3.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.120000000000000107e+00 1.280000000000000027e+00 -1.341836734693877764e+00 3.933593749999999112e+00 4.049619353670290689e-01 1.823009670246567904e+00
8.000000000000000167e-02 4.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.600000000000000089e+00 9.599999999999999645e-01 -5.000000000000004441e-01 1.687500000000000000e+00 9.486832980505136570e-01 1.275775907699572054e+00
8.000000000000000167e-02 5.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 8.800000000000000044e-01 1.439999999999999947e+00 1.855371900826446208e+00 7.037037037037037202e-01 1.162912998303329504e+00 1.250000000000000000e+00
8.000000000000000167e-02 6.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.199999999999999956e+00 1.040000000000000036e+00 5.000000000000000000e-01 1.068047337278106745e+00 1.095445115010332371e+00 1.131439241181830813e+00
8.000000000000000167e-02 7.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 9.599999999999999645e-01 7.199999999999999734e-01 1.687500000000000000e+00 -6.851851851851851194e-01 1.275775907699572054e+00 3.928371006591930836e-01
8.000000000000000167e-02 8.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.120000000000000107e+00 1.600000000000000089e+00 5.714285714285711748e-01 1.749999999999999112e+00 1.012404838417572783e+00 1.423024947075770319e+00
8.000000000000000167e-02 9.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.439999999999999947e+00 6.400000000000000133e-01 -2.222222222222223209e-01 -2.656250000000000000e-01 9.722222222222222099e-01 4.687500000000000000e-01
8.000000000000000167e-02 1.000000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 7.199999999999999734e-01 9.599999999999999645e-01 2.407407407407409217e-01 -3.958333333333334814e-01 7.856742013183861673e-01 7.654655446197432545e-01
8.000000000000000167e-02 1.100000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 1.520000000000000018e+00 1.040000000000000036e+00 -2.645429362880884483e-01 -7.071005917159767229e-01 1.024556343983763274e+00 6.788635447090984876e-01
8.000000000000000167e-02 1.200000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 1.520000000000000018e+00 6.400000000000000133e-01 2.020775623268697530e+00 -1.437500000000000000e+00 1.408764972977674779e+00 0.000000000000000000e+00
8.000000000000000167e-02 1.300000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.599999999999999645e-01 9.599999999999999645e-01 -9.166666666666665186e-01 -9.166666666666665186e-01 5.103103630798287993e-01 5.103103630798287993e-01
8.000000000000000167e-02 1.400000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 1.199999999999999956e+00 1.040000000000000036e+00 1.833333333333333925e+00 -7.071005917159767229e-01 1.460593486680443087e+00 6.788635447090984876e-01
8.000000000000000167e-02 1.500000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 8.000000000000000444e-01 1.120000000000000107e+00 -2.500000000000004441e-01 -9.591836734693881539e-01 6.708203932499368083e-01 6.074429030505436033e-01
8.000000000000000167e-02 1.600000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 1.199999999999999956e+00 8.000000000000000444e-01 -8.333333333333330373e-01 -2.500000000000004441e-01 7.302967433402215436e-01 6.708203932499368083e-01
8.000000000000000167e-02 1.700000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 8.000000000000000444e-01 8.800000000000000044e-01 -1.000000000000000444e+00 -6.239669421487601397e-01 3.354101966249684041e-01 5.814564991516647519e-01
8.000000000000000167e-02 1.800000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 5.600000000000000533e-01 1.120000000000000107e+00 3.163265306122444720e-01 5.545918367346937217e+00 5.727026612409092943e-01 2.024809676835145567e+00
8.000000000000000167e-02 1.900000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 1.439999999999999947e+00 8.800000000000000044e-01 7.037037037037037202e-01 -6.239669421487601397e-01 1.250000000000000000e+00 5.814564991516647519e-01
8.000000000000000167e-02 2.000000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.599999999999999645e-01 8.000000000000000444e-01 -3.958333333333334814e-01 -1.000000000000000444e+00 7.654655446197432545e-01 3.354101966249684041e-01
